Order_ID,Product_ID,User_ID,Order_Date,Product_Category,Product_Price,Order_Quantity,Discount_Applied,Shipping_Method,Payment_Method,User_Age,User_Gender,User_Location,Return_Status,Return_Reason,Days_to_Return,Order_Value,Return_Cost,Profit_Loss,CO2_Emissions,Packaging_Waste,CO2_Saved,Waste_Avoided,Return_Probability
ORD00287,PROD0432,USER0351,2024-12-12,Home Appliances,1917.91,3,16.39,Standard,Credit Card,41,Female,City83,Returned,Changed Mind,56,4810.693653,200,4610.693653,1.0,0.6000000000000001,0.0,0.0,0.9999999855823083
ORD00292,PROD0461,USER0154,2024-02-29,Clothing,856.18,4,6.18,Express,Debit Card,19,Male,City48,Returned,Wrong Item,16,3213.072304,200,3013.072304,1.5,0.8,0.0,0.0,0.9999999999999465
ORD00297,PROD0377,USER0531,2025-07-20,Clothing,1992.81,2,46.8,Express,COD,36,Female,City28,Returned,Wrong Item,56,2120.34984,200,1920.34984,1.5,0.4,0.0,0.0,0.9999998850036124
ORD00298,PROD0252,USER1520,2022-05-01,Electronics,642.82,5,22.78,Standard,Wallet,45,Male,City96,Returned,Defective,7,2481.9280200000003,200,2281.9280200000003,1.0,1.0,0.0,0.0,0.9999999999652418
ORD00299,PROD0033,USER1087,2024-07-14,Clothing,1457.54,1,48.35,Standard,Credit Card,43,Male,City91,Returned,Size Issue,14,752.81941,200,552.81941,1.0,0.2,0.0,0.0,0.9999999307534112
ORD00300,PROD0315,USER2000,2022-12-10,Clothing,537.39,2,1.93,Standard,Credit Card,23,Female,City31,Returned,Wrong Item,44,1054.036746,200,854.036746,1.0,0.4,0.0,0.0,0.9999999999999996
ORD00301,PROD0150,USER0720,2024-08-22,Toys,1046.27,4,40.59,Standard,Credit Card,29,Male,City47,Returned,Size Issue,5,2486.356028,200,2286.356028,1.0,0.8,0.0,0.0,0.9999999997396614
ORD00302,PROD0099,USER0565,2024-06-29,Clothing,405.38,4,36.28,Standard,Debit Card,47,Male,City24,Returned,Defective,50,1033.232544,200,833.232544,1.0,0.8,0.0,0.0,0.9999999999980145
ORD00305,PROD0114,USER1049,2022-11-22,Clothing,1827.08,3,11.58,Express,Wallet,61,Female,City41,Returned,Wrong Item,21,4846.512408,200,4646.512408,1.5,0.6000000000000001,0.0,0.0,0.9999975697191047
ORD00306,PROD0175,USER0912,2022-06-14,Clothing,935.25,2,10.59,Express,Credit Card,36,Female,City31,Returned,Defective,31,1672.41405,200,1472.41405,1.5,0.4,0.0,0.0,0.9999999999988187
ORD00309,PROD0300,USER1981,2025-08-17,Electronics,1315.19,4,27.49,Standard,Credit Card,49,Male,City63,Returned,Size Issue,22,3814.577076000001,200,3614.577076000001,1.0,0.8,0.0,0.0,0.999999980942946
ORD00316,PROD0063,USER1140,2025-07-08,Toys,730.94,5,21.17,Express,Debit Card,25,Female,City76,Returned,Defective,6,2881.00001,200,2681.00001,1.5,1.0,0.0,0.0,0.9999999999990878
ORD00325,PROD0388,USER1575,2025-01-24,Books,537.62,5,30.11,Next-Day,COD,30,Female,City55,Returned,Size Issue,22,1878.71309,200,1678.7130900000002,2.0,1.0,0.0,0.0,0.9999999999995139
ORD00327,PROD0494,USER0944,2022-04-04,Home Appliances,1361.99,5,24.72,Standard,Credit Card,52,Male,City78,Returned,Defective,26,5126.53036,200,4926.53036,1.0,1.0,0.0,0.0,0.9999999408527709
ORD00328,PROD0090,USER1705,2024-04-01,Clothing,146.21,4,9.29,Next-Day,COD,58,Male,City97,Returned,Changed Mind,41,530.508364,200,330.50836400000003,2.0,0.8,0.0,0.0,0.9999999999998925
ORD00330,PROD0434,USER0355,2022-12-27,Electronics,786.61,1,3.86,Next-Day,Credit Card,33,Female,City4,Returned,Defective,46,756.246854,200,556.246854,2.0,0.2,0.0,0.0,0.99999999999998
ORD00332,PROD0436,USER0697,2024-10-05,Clothing,1614.01,3,42.34,Next-Day,Debit Card,59,Male,City80,Returned,Defective,17,2791.914498,200,2591.914498,2.0,0.6000000000000001,0.0,0.0,0.9999913741501393
ORD00336,PROD0210,USER1092,2023-02-25,Electronics,1808.03,5,26.12,Express,Wallet,46,Male,City40,Returned,Defective,13,6678.86282,200,6478.86282,1.5,1.0,0.0,0.0,0.9999973180628204
ORD00343,PROD0095,USER1373,2024-10-21,Clothing,719.96,4,0.35,Next-Day,Credit Card,29,Female,City55,Returned,Size Issue,8,2869.76056,200,2669.76056,2.0,0.8,0.0,0.0,0.9999999999998959
ORD00346,PROD0484,USER0350,2023-04-08,Books,1084.23,2,30.16,Express,Wallet,37,Female,City15,Returned,Wrong Item,11,1514.452464,200,1314.452464,1.5,0.4,0.0,0.0,0.9999999998124813
ORD00355,PROD0343,USER0769,2024-03-11,Clothing,811.97,2,40.48,Express,Credit Card,30,Female,City54,Returned,Defective,60,966.569088,200,766.569088,1.5,0.4,0.0,0.0,0.9999999999991036
ORD00359,PROD0103,USER1632,2022-12-15,Clothing,180.7,2,1.24,Standard,COD,44,Male,City88,Returned,Changed Mind,35,356.91864,200,156.91863999999998,1.0,0.4,0.0,0.0,0.9999999999999973
ORD00365,PROD0279,USER1583,2023-12-01,Clothing,874.81,4,30.99,Standard,Debit Card,52,Female,City17,Returned,Defective,60,2414.8255239999994,200,2214.8255239999994,1.0,0.8,0.0,0.0,0.9999999998905147
ORD00367,PROD0137,USER0978,2022-01-28,Books,1981.34,2,32.05,Next-Day,Debit Card,42,Female,City11,Returned,Wrong Item,49,2692.64106,200,2492.64106,2.0,0.4,0.0,0.0,0.9999998894287807
ORD00371,PROD0064,USER1639,2024-08-28,Electronics,1841.07,1,32.6,Express,Credit Card,38,Female,City25,Returned,Size Issue,31,1240.88118,200,1040.88118,1.5,0.2,0.0,0.0,0.9999999775541196
ORD00372,PROD0484,USER0071,2023-03-21,Clothing,1720.06,2,25.84,Next-Day,Wallet,45,Female,City100,Returned,Changed Mind,23,2551.192992,200,2351.192992,2.0,0.4,0.0,0.0,0.9999999425059911
ORD00375,PROD0393,USER1175,2025-02-08,Toys,1235.1,4,31.44,Next-Day,COD,22,Female,City57,Returned,Size Issue,10,3387.13824,200,3187.13824,2.0,0.8,0.0,0.0,0.9999999999184876
ORD00376,PROD0120,USER0142,2025-08-05,Books,430.74,3,8.87,Express,Wallet,31,Male,City47,Returned,Wrong Item,35,1177.600086,200,977.600086,1.5,0.6000000000000001,0.0,0.0,0.9999999999999953
ORD00378,PROD0499,USER0381,2022-02-15,Clothing,554.42,2,4.47,Next-Day,Debit Card,39,Female,City50,Returned,Defective,38,1059.274852,200,859.274852,2.0,0.4,0.0,0.0,0.999999999999972
ORD00379,PROD0249,USER0964,2022-01-29,Clothing,267.01,1,10.06,Next-Day,COD,50,Male,City4,Returned,Changed Mind,49,240.148794,200,40.14879399999998,2.0,0.2,0.0,0.0,0.9999999999999745
ORD00381,PROD0374,USER1186,2024-05-30,Clothing,848.14,1,18.39,Express,Wallet,51,Male,City65,Returned,Wrong Item,26,692.167054,200,492.167054,1.5,0.2,0.0,0.0,0.9999999999641247
ORD00385,PROD0341,USER0625,2023-10-15,Clothing,350.89,2,26.33,Next-Day,Credit Card,34,Male,City59,Returned,Wrong Item,40,517.001326,200,317.00132599999995,2.0,0.4,0.0,0.0,0.9999999999999731
ORD00386,PROD0159,USER0756,2024-01-11,Home Appliances,555.33,3,45.75,Next-Day,Debit Card,25,Male,City86,Returned,Defective,45,903.799575,200,703.7995750000001,2.0,0.6000000000000001,0.0,0.0,0.9999999999997762
ORD00388,PROD0375,USER0998,2022-02-04,Clothing,1644.73,2,16.5,Express,COD,53,Female,City45,Returned,Size Issue,6,2746.6991,200,2546.6991,1.5,0.4,0.0,0.0,0.999999839641762
ORD00390,PROD0168,USER1167,2022-02-12,Clothing,1839.87,1,43.14,Standard,Debit Card,54,Female,City21,Returned,Changed Mind,28,1046.150082,200,846.1500819999999,1.0,0.2,0.0,0.0,0.9999967703679558
ORD00392,PROD0447,USER0643,2024-08-03,Clothing,1047.95,5,33.95,Express,COD,19,Male,City6,Returned,Size Issue,51,3460.854875,200,3260.854875,1.5,1.0,0.0,0.0,0.9999999999986064
ORD00396,PROD0294,USER1413,2024-01-13,Clothing,813.04,1,45.85,Express,COD,56,Female,City13,Returned,Wrong Item,54,440.26116,200,240.26116,1.5,0.2,0.0,0.0,0.9999999994407163
ORD00397,PROD0040,USER1287,2023-03-03,Clothing,727.22,1,42.85,Standard,Debit Card,42,Male,City53,Returned,Wrong Item,9,415.60623,200,215.60623000000004,1.0,0.2,0.0,0.0,0.999999999866332
ORD00398,PROD0176,USER0747,2022-01-26,Clothing,424.25,2,22.25,Standard,Credit Card,47,Female,City4,Returned,Wrong Item,31,659.70875,200,459.70875,1.0,0.4,0.0,0.0,0.9999999999991802
ORD00402,PROD0088,USER1372,2025-05-10,Clothing,1205.51,1,6.45,Standard,Credit Card,34,Male,City37,Returned,Changed Mind,20,1127.754605,200,927.754605,1.0,0.2,0.0,0.0,0.9999999999955267
ORD00407,PROD0164,USER1628,2022-09-01,Electronics,770.5,2,38.34,Next-Day,Debit Card,35,Male,City59,Returned,Changed Mind,20,950.1806,200,750.1806,2.0,0.4,0.0,0.0,0.9999999999842892
ORD00412,PROD0465,USER0546,2024-03-10,Toys,1110.74,5,42.89,Standard,COD,25,Female,City5,Returned,Wrong Item,49,3171.7180699999994,200,2971.7180699999994,1.0,1.0,0.0,0.0,0.9999999999738001
ORD00413,PROD0003,USER0080,2023-02-24,Clothing,1552.19,2,37.79,Standard,Debit Card,26,Female,City29,Returned,Size Issue,50,1931.234798,200,1731.234798,1.0,0.4,0.0,0.0,0.9999999998095948
ORD00414,PROD0148,USER1526,2022-05-18,Electronics,883.75,1,13.5,Standard,COD,61,Male,City89,Returned,Defective,24,764.44375,200,564.44375,1.0,0.2,0.0,0.0,0.9999999997526041
ORD00417,PROD0368,USER1744,2025-01-02,Clothing,1007.99,2,10.81,Standard,Debit Card,27,Female,City46,Returned,Defective,17,1798.052562,200,1598.052562,1.0,0.4,0.0,0.0,0.9999999999992797
ORD00421,PROD0461,USER1089,2024-01-03,Clothing,167.45,2,6.34,Standard,Credit Card,59,Male,City29,Returned,Defective,17,313.66734,200,113.66733999999995,1.0,0.4,0.0,0.0,0.9999999999996323
